t_0	alpha	wk1	wk2	wk3	wk4
2018-03-08 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-03-15 00:00:00	0.0	0.1	0.16	0.22	0.1	
2018-03-15 00:00:00	0.1	0.1	0.36	0.34	0.1	
2018-03-15 00:00:00	0.2	0.34	0.36	0.34	0.34	
2018-03-15 00:00:00	0.30000000000000004	0.34	0.58	0.48	0.34	
2018-03-15 00:00:00	0.4	0.46	0.62	0.58	0.34	
2018-03-15 00:00:00	0.5	0.58	0.68	0.58	0.58	
2018-03-15 00:00:00	0.6000000000000001	0.68	0.7	0.84	0.58	
2018-03-15 00:00:00	0.7000000000000001	0.76	0.7	0.84	0.78	
2018-03-15 00:00:00	0.8	0.78	0.82	0.9	0.82	
2018-03-15 00:00:00	0.9	0.9	0.92	0.94	0.92	
2018-03-15 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-03-22 00:00:00	0.0	0.16	0.22	0.1	0.06	
2018-03-22 00:00:00	0.1	0.38	0.22	0.24	0.28	
2018-03-22 00:00:00	0.2	0.38	0.36	0.24	0.28	
2018-03-22 00:00:00	0.30000000000000004	0.58	0.48	0.34	0.52	
2018-03-22 00:00:00	0.4	0.64	0.48	0.4	0.52	
2018-03-22 00:00:00	0.5	0.64	0.7	0.4	0.52	
2018-03-22 00:00:00	0.6000000000000001	0.76	0.7	0.58	0.72	
2018-03-22 00:00:00	0.7000000000000001	0.76	0.84	0.68	0.72	
2018-03-22 00:00:00	0.8	0.78	0.84	0.78	0.86	
2018-03-22 00:00:00	0.9	0.86	0.9	0.9	0.92	
2018-03-22 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-03-29 00:00:00	0.0	0.1	0.1	0.1	0.1	
2018-03-29 00:00:00	0.1	0.22	0.28	0.1	0.16	
2018-03-29 00:00:00	0.2	0.36	0.28	0.5	0.3	
2018-03-29 00:00:00	0.30000000000000004	0.36	0.48	0.5	0.3	
2018-03-29 00:00:00	0.4	0.58	0.48	0.68	0.44	
2018-03-29 00:00:00	0.5	0.64	0.48	0.68	0.64	
2018-03-29 00:00:00	0.6000000000000001	0.64	0.66	0.88	0.7	
2018-03-29 00:00:00	0.7000000000000001	0.82	0.68	0.88	0.78	
2018-03-29 00:00:00	0.8	0.94	0.74	0.94	0.8	
2018-03-29 00:00:00	0.9	0.94	0.86	0.98	0.96	
2018-03-29 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-04-05 00:00:00	0.0	0.1	0.22	0.14	0.08	
2018-04-05 00:00:00	0.1	0.2	0.32	0.24	0.08	
2018-04-05 00:00:00	0.2	0.2	0.38	0.24	0.3	
2018-04-05 00:00:00	0.30000000000000004	0.38	0.38	0.5	0.3	
2018-04-05 00:00:00	0.4	0.52	0.56	0.5	0.56	
2018-04-05 00:00:00	0.5	0.62	0.7	0.5	0.56	
2018-04-05 00:00:00	0.6000000000000001	0.68	0.82	0.72	0.62	
2018-04-05 00:00:00	0.7000000000000001	0.72	0.84	0.78	0.72	
2018-04-05 00:00:00	0.8	0.82	0.9	0.82	0.84	
2018-04-05 00:00:00	0.9	0.84	0.96	0.96	0.88	
2018-04-05 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-04-12 00:00:00	0.0	0.22	0.1	0.08	0.1	
2018-04-12 00:00:00	0.1	0.22	0.24	0.08	0.18	
2018-04-12 00:00:00	0.2	0.38	0.24	0.3	0.18	
2018-04-12 00:00:00	0.30000000000000004	0.38	0.5	0.3	0.42	
2018-04-12 00:00:00	0.4	0.56	0.5	0.44	0.42	
2018-04-12 00:00:00	0.5	0.7	0.64	0.56	0.52	
2018-04-12 00:00:00	0.6000000000000001	0.82	0.72	0.62	0.72	
2018-04-12 00:00:00	0.7000000000000001	0.84	0.78	0.72	0.74	
2018-04-12 00:00:00	0.8	0.9	0.84	0.84	0.84	
2018-04-12 00:00:00	0.9	0.96	0.96	0.88	0.9	
2018-04-12 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-04-19 00:00:00	0.0	0.1	0.08	0.1	0.06	
2018-04-19 00:00:00	0.1	0.24	0.2	0.1	0.18	
2018-04-19 00:00:00	0.2	0.3	0.2	0.26	0.18	
2018-04-19 00:00:00	0.30000000000000004	0.3	0.44	0.26	0.36	
2018-04-19 00:00:00	0.4	0.5	0.44	0.52	0.36	
2018-04-19 00:00:00	0.5	0.64	0.62	0.52	0.54	
2018-04-19 00:00:00	0.6000000000000001	0.72	0.62	0.54	0.54	
2018-04-19 00:00:00	0.7000000000000001	0.78	0.78	0.74	0.78	
2018-04-19 00:00:00	0.8	0.84	0.82	0.84	0.78	
2018-04-19 00:00:00	0.9	0.96	0.88	0.9	0.86	
2018-04-19 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-04-26 00:00:00	0.0	0.12	0.08	0.06	0.06	
2018-04-26 00:00:00	0.1	0.12	0.18	0.06	0.16	
2018-04-26 00:00:00	0.2	0.34	0.18	0.28	0.2	
2018-04-26 00:00:00	0.30000000000000004	0.34	0.36	0.28	0.2	
2018-04-26 00:00:00	0.4	0.5	0.36	0.44	0.56	
2018-04-26 00:00:00	0.5	0.5	0.38	0.44	0.56	
2018-04-26 00:00:00	0.6000000000000001	0.68	0.54	0.68	0.74	
2018-04-26 00:00:00	0.7000000000000001	0.68	0.74	0.68	0.82	
2018-04-26 00:00:00	0.8	0.82	0.74	0.78	0.88	
2018-04-26 00:00:00	0.9	0.9	0.84	0.86	0.94	
2018-04-26 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-05-03 00:00:00	0.0	0.1	0.12	0.04	0.1	
2018-05-03 00:00:00	0.1	0.18	0.18	0.1	0.2	
2018-05-03 00:00:00	0.2	0.26	0.26	0.1	0.28	
2018-05-03 00:00:00	0.30000000000000004	0.26	0.26	0.38	0.56	
2018-05-03 00:00:00	0.4	0.52	0.36	0.38	0.6	
2018-05-03 00:00:00	0.5	0.52	0.46	0.72	0.6	
2018-05-03 00:00:00	0.6000000000000001	0.74	0.54	0.72	0.82	
2018-05-03 00:00:00	0.7000000000000001	0.74	0.78	0.78	0.84	
2018-05-03 00:00:00	0.8	0.84	0.86	0.86	0.86	
2018-05-03 00:00:00	0.9	0.9	0.92	0.92	0.92	
2018-05-03 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-05-10 00:00:00	0.0	0.12	0.04	0.1	0.18	
2018-05-10 00:00:00	0.1	0.2	0.22	0.2	0.32	
2018-05-10 00:00:00	0.2	0.2	0.22	0.48	0.38	
2018-05-10 00:00:00	0.30000000000000004	0.36	0.28	0.56	0.38	
2018-05-10 00:00:00	0.4	0.36	0.44	0.56	0.6	
2018-05-10 00:00:00	0.5	0.56	0.54	0.72	0.6	
2018-05-10 00:00:00	0.6000000000000001	0.56	0.58	0.72	0.78	
2018-05-10 00:00:00	0.7000000000000001	0.72	0.76	0.84	0.82	
2018-05-10 00:00:00	0.8	0.86	0.82	0.9	0.9	
2018-05-10 00:00:00	0.9	0.92	0.92	0.98	0.94	
2018-05-10 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-05-17 00:00:00	0.0	0.18	0.1	0.18	0.14	
2018-05-17 00:00:00	0.1	0.22	0.1	0.18	0.14	
2018-05-17 00:00:00	0.2	0.22	0.48	0.38	0.4	
2018-05-17 00:00:00	0.30000000000000004	0.44	0.48	0.38	0.4	
2018-05-17 00:00:00	0.4	0.44	0.68	0.6	0.54	
2018-05-17 00:00:00	0.5	0.58	0.68	0.6	0.54	
2018-05-17 00:00:00	0.6000000000000001	0.58	0.74	0.78	0.74	
2018-05-17 00:00:00	0.7000000000000001	0.8	0.74	0.82	0.76	
2018-05-17 00:00:00	0.8	0.82	0.88	0.9	0.9	
2018-05-17 00:00:00	0.9	0.92	0.98	0.94	0.96	
2018-05-17 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-05-24 00:00:00	0.0	0.1	0.18	0.14	0.16	
2018-05-24 00:00:00	0.1	0.2	0.32	0.24	0.2	
2018-05-24 00:00:00	0.2	0.48	0.32	0.24	0.32	
2018-05-24 00:00:00	0.30000000000000004	0.56	0.5	0.46	0.42	
2018-05-24 00:00:00	0.4	0.56	0.5	0.46	0.42	
2018-05-24 00:00:00	0.5	0.72	0.66	0.6	0.52	
2018-05-24 00:00:00	0.6000000000000001	0.72	0.66	0.62	0.7	
2018-05-24 00:00:00	0.7000000000000001	0.84	0.82	0.76	0.7	
2018-05-24 00:00:00	0.8	0.9	0.9	0.9	0.8	
2018-05-24 00:00:00	0.9	0.98	0.94	0.98	0.9	
2018-05-24 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-05-31 00:00:00	0.0	0.18	0.14	0.16	0.1	
2018-05-31 00:00:00	0.1	0.18	0.24	0.16	0.22	
2018-05-31 00:00:00	0.2	0.38	0.4	0.32	0.22	
2018-05-31 00:00:00	0.30000000000000004	0.38	0.46	0.32	0.38	
2018-05-31 00:00:00	0.4	0.6	0.54	0.5	0.38	
2018-05-31 00:00:00	0.5	0.6	0.6	0.52	0.54	
2018-05-31 00:00:00	0.6000000000000001	0.78	0.74	0.64	0.64	
2018-05-31 00:00:00	0.7000000000000001	0.82	0.76	0.78	0.64	
2018-05-31 00:00:00	0.8	0.9	0.9	0.8	0.72	
2018-05-31 00:00:00	0.9	0.94	0.96	0.9	0.86	
2018-05-31 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-06-07 00:00:00	0.0	0.16	0.12	0.08	0.12	
2018-06-07 00:00:00	0.1	0.16	0.2	0.18	0.28	
2018-06-07 00:00:00	0.2	0.38	0.36	0.34	0.32	
2018-06-07 00:00:00	0.30000000000000004	0.38	0.48	0.46	0.32	
2018-06-07 00:00:00	0.4	0.62	0.52	0.56	0.46	
2018-06-07 00:00:00	0.5	0.62	0.52	0.64	0.46	
2018-06-07 00:00:00	0.6000000000000001	0.8	0.7	0.7	0.6	
2018-06-07 00:00:00	0.7000000000000001	0.86	0.8	0.7	0.78	
2018-06-07 00:00:00	0.8	0.94	0.82	0.78	0.8	
2018-06-07 00:00:00	0.9	0.96	0.96	0.88	0.98	
2018-06-07 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-06-14 00:00:00	0.0	0.12	0.08	0.12	0.06	
2018-06-14 00:00:00	0.1	0.2	0.18	0.16	0.18	
2018-06-14 00:00:00	0.2	0.36	0.18	0.32	0.3	
2018-06-14 00:00:00	0.30000000000000004	0.48	0.46	0.4	0.44	
2018-06-14 00:00:00	0.4	0.52	0.46	0.46	0.48	
2018-06-14 00:00:00	0.5	0.52	0.64	0.48	0.54	
2018-06-14 00:00:00	0.6000000000000001	0.7	0.64	0.6	0.54	
2018-06-14 00:00:00	0.7000000000000001	0.82	0.7	0.62	0.76	
2018-06-14 00:00:00	0.8	0.82	0.78	0.8	0.88	
2018-06-14 00:00:00	0.9	0.96	0.9	0.9	0.96	
2018-06-14 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-06-21 00:00:00	0.0	0.08	0.16	0.12	0.12	
2018-06-21 00:00:00	0.1	0.24	0.16	0.26	0.2	
2018-06-21 00:00:00	0.2	0.24	0.34	0.32	0.2	
2018-06-21 00:00:00	0.30000000000000004	0.44	0.34	0.38	0.52	
2018-06-21 00:00:00	0.4	0.44	0.5	0.5	0.52	
2018-06-21 00:00:00	0.5	0.62	0.5	0.68	0.64	
2018-06-21 00:00:00	0.6000000000000001	0.7	0.74	0.72	0.7	
2018-06-21 00:00:00	0.7000000000000001	0.78	0.76	0.82	0.8	
2018-06-21 00:00:00	0.8	0.86	0.88	0.86	0.9	
2018-06-21 00:00:00	0.9	0.94	0.98	0.92	0.96	
2018-06-21 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-06-28 00:00:00	0.0	0.16	0.14	0.08	0.1	
2018-06-28 00:00:00	0.1	0.22	0.26	0.2	0.2	
2018-06-28 00:00:00	0.2	0.22	0.32	0.3	0.28	
2018-06-28 00:00:00	0.30000000000000004	0.46	0.38	0.52	0.36	
2018-06-28 00:00:00	0.4	0.46	0.38	0.56	0.36	
2018-06-28 00:00:00	0.5	0.66	0.68	0.64	0.5	
2018-06-28 00:00:00	0.6000000000000001	0.74	0.68	0.74	0.5	
2018-06-28 00:00:00	0.7000000000000001	0.84	0.82	0.8	0.64	
2018-06-28 00:00:00	0.8	0.94	0.86	0.9	0.76	
2018-06-28 00:00:00	0.9	0.98	0.92	0.94	0.92	
2018-06-28 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-07-05 00:00:00	0.0	0.14	0.08	0.1	0.04	
2018-07-05 00:00:00	0.1	0.26	0.2	0.2	0.1	
2018-07-05 00:00:00	0.2	0.26	0.3	0.28	0.3	
2018-07-05 00:00:00	0.30000000000000004	0.38	0.3	0.28	0.32	
2018-07-05 00:00:00	0.4	0.38	0.56	0.36	0.38	
2018-07-05 00:00:00	0.5	0.68	0.56	0.5	0.38	
2018-07-05 00:00:00	0.6000000000000001	0.72	0.74	0.5	0.5	
2018-07-05 00:00:00	0.7000000000000001	0.82	0.8	0.64	0.56	
2018-07-05 00:00:00	0.8	0.86	0.9	0.76	0.56	
2018-07-05 00:00:00	0.9	0.92	0.94	0.88	0.82	
2018-07-05 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-07-12 00:00:00	0.0	0.08	0.1	0.06	0.08	
2018-07-12 00:00:00	0.1	0.18	0.18	0.1	0.08	
2018-07-12 00:00:00	0.2	0.3	0.28	0.1	0.08	
2018-07-12 00:00:00	0.30000000000000004	0.34	0.28	0.32	0.18	
2018-07-12 00:00:00	0.4	0.56	0.36	0.32	0.18	
2018-07-12 00:00:00	0.5	0.56	0.36	0.42	0.32	
2018-07-12 00:00:00	0.6000000000000001	0.74	0.5	0.42	0.4	
2018-07-12 00:00:00	0.7000000000000001	0.84	0.5	0.5	0.44	
2018-07-12 00:00:00	0.8	0.84	0.64	0.56	0.54	
2018-07-12 00:00:00	0.9	0.94	0.88	0.7	0.78	
2018-07-12 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-07-19 00:00:00	0.0	0.1	0.04	0.08	0.04	
2018-07-19 00:00:00	0.1	0.2	0.24	0.12	0.12	
2018-07-19 00:00:00	0.2	0.2	0.3	0.12	0.16	
2018-07-19 00:00:00	0.30000000000000004	0.36	0.36	0.24	0.36	
2018-07-19 00:00:00	0.4	0.36	0.36	0.24	0.46	
2018-07-19 00:00:00	0.5	0.5	0.46	0.38	0.46	
2018-07-19 00:00:00	0.6000000000000001	0.64	0.5	0.38	0.6	
2018-07-19 00:00:00	0.7000000000000001	0.64	0.56	0.5	0.6	
2018-07-19 00:00:00	0.8	0.76	0.68	0.64	0.74	
2018-07-19 00:00:00	0.9	0.92	0.86	0.86	0.9	
2018-07-19 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-07-26 00:00:00	0.0	0.2	0.12	0.08	0.08	
2018-07-26 00:00:00	0.1	0.26	0.16	0.28	0.08	
2018-07-26 00:00:00	0.2	0.3	0.24	0.28	0.32	
2018-07-26 00:00:00	0.30000000000000004	0.38	0.32	0.32	0.52	
2018-07-26 00:00:00	0.4	0.44	0.42	0.42	0.54	
2018-07-26 00:00:00	0.5	0.5	0.42	0.46	0.74	
2018-07-26 00:00:00	0.6000000000000001	0.52	0.52	0.68	0.74	
2018-07-26 00:00:00	0.7000000000000001	0.64	0.72	0.74	0.86	
2018-07-26 00:00:00	0.8	0.82	0.82	0.84	0.9	
2018-07-26 00:00:00	0.9	0.88	0.88	0.86	0.98	
2018-07-26 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-08-02 00:00:00	0.0	0.12	0.2	0.08	0.08	
2018-08-02 00:00:00	0.1	0.2	0.28	0.14	0.18	
2018-08-02 00:00:00	0.2	0.24	0.28	0.32	0.24	
2018-08-02 00:00:00	0.30000000000000004	0.34	0.32	0.52	0.38	
2018-08-02 00:00:00	0.4	0.42	0.42	0.54	0.4	
2018-08-02 00:00:00	0.5	0.52	0.58	0.64	0.48	
2018-08-02 00:00:00	0.6000000000000001	0.52	0.58	0.78	0.48	
2018-08-02 00:00:00	0.7000000000000001	0.72	0.74	0.86	0.56	
2018-08-02 00:00:00	0.8	0.8	0.84	0.86	0.72	
2018-08-02 00:00:00	0.9	0.96	0.9	0.98	0.84	
2018-08-02 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-08-09 00:00:00	0.0	0.2	0.08	0.1	0.06	
2018-08-09 00:00:00	0.1	0.28	0.26	0.18	0.12	
2018-08-09 00:00:00	0.2	0.28	0.32	0.24	0.32	
2018-08-09 00:00:00	0.30000000000000004	0.32	0.34	0.38	0.42	
2018-08-09 00:00:00	0.4	0.42	0.54	0.48	0.54	
2018-08-09 00:00:00	0.5	0.46	0.74	0.48	0.54	
2018-08-09 00:00:00	0.6000000000000001	0.58	0.74	0.54	0.7	
2018-08-09 00:00:00	0.7000000000000001	0.74	0.86	0.56	0.76	
2018-08-09 00:00:00	0.8	0.84	0.9	0.72	0.84	
2018-08-09 00:00:00	0.9	0.86	0.98	0.88	0.92	
2018-08-09 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-08-16 00:00:00	0.0	0.08	0.1	0.06	0.0	
2018-08-16 00:00:00	0.1	0.14	0.18	0.12	0.06	
2018-08-16 00:00:00	0.2	0.32	0.32	0.32	0.18	
2018-08-16 00:00:00	0.30000000000000004	0.52	0.38	0.42	0.28	
2018-08-16 00:00:00	0.4	0.54	0.46	0.54	0.44	
2018-08-16 00:00:00	0.5	0.64	0.48	0.66	0.52	
2018-08-16 00:00:00	0.6000000000000001	0.74	0.54	0.66	0.72	
2018-08-16 00:00:00	0.7000000000000001	0.86	0.66	0.78	0.86	
2018-08-16 00:00:00	0.8	0.9	0.8	0.92	0.88	
2018-08-16 00:00:00	0.9	0.98	0.88	0.92	0.92	
2018-08-16 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-08-23 00:00:00	0.0	0.14	0.2	0.0	0.08	
2018-08-23 00:00:00	0.1	0.24	0.26	0.12	0.16	
2018-08-23 00:00:00	0.2	0.32	0.38	0.18	0.22	
2018-08-23 00:00:00	0.30000000000000004	0.4	0.44	0.34	0.32	
2018-08-23 00:00:00	0.4	0.46	0.56	0.44	0.46	
2018-08-23 00:00:00	0.5	0.52	0.66	0.56	0.58	
2018-08-23 00:00:00	0.6000000000000001	0.66	0.74	0.74	0.76	
2018-08-23 00:00:00	0.7000000000000001	0.66	0.82	0.82	0.82	
2018-08-23 00:00:00	0.8	0.8	0.86	0.88	0.88	
2018-08-23 00:00:00	0.9	0.88	0.96	0.92	0.94	
2018-08-23 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-08-30 00:00:00	0.0	0.2	0.12	0.08	0.08	
2018-08-30 00:00:00	0.1	0.2	0.12	0.14	0.16	
2018-08-30 00:00:00	0.2	0.38	0.28	0.22	0.34	
2018-08-30 00:00:00	0.30000000000000004	0.38	0.34	0.36	0.46	
2018-08-30 00:00:00	0.4	0.56	0.46	0.46	0.56	
2018-08-30 00:00:00	0.5	0.66	0.56	0.7	0.64	
2018-08-30 00:00:00	0.6000000000000001	0.74	0.74	0.7	0.76	
2018-08-30 00:00:00	0.7000000000000001	0.82	0.74	0.82	0.78	
2018-08-30 00:00:00	0.8	0.86	0.84	0.88	0.88	
2018-08-30 00:00:00	0.9	0.96	0.96	0.94	0.92	
2018-08-30 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-09-06 00:00:00	0.0	0.12	0.08	0.08	0.08	
2018-09-06 00:00:00	0.1	0.12	0.14	0.16	0.2	
2018-09-06 00:00:00	0.2	0.28	0.22	0.28	0.26	
2018-09-06 00:00:00	0.30000000000000004	0.28	0.36	0.46	0.3	
2018-09-06 00:00:00	0.4	0.46	0.46	0.54	0.52	
2018-09-06 00:00:00	0.5	0.56	0.58	0.64	0.58	
2018-09-06 00:00:00	0.6000000000000001	0.66	0.76	0.76	0.66	
2018-09-06 00:00:00	0.7000000000000001	0.76	0.82	0.8	0.84	
2018-09-06 00:00:00	0.8	0.86	0.88	0.86	0.84	
2018-09-06 00:00:00	0.9	0.96	0.94	0.96	0.94	
2018-09-06 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-09-13 00:00:00	0.0	0.06	0.08	0.08	0.1	
2018-09-13 00:00:00	0.1	0.14	0.2	0.14	0.22	
2018-09-13 00:00:00	0.2	0.28	0.28	0.26	0.3	
2018-09-13 00:00:00	0.30000000000000004	0.36	0.36	0.48	0.34	
2018-09-13 00:00:00	0.4	0.48	0.54	0.52	0.46	
2018-09-13 00:00:00	0.5	0.58	0.62	0.58	0.56	
2018-09-13 00:00:00	0.6000000000000001	0.64	0.72	0.64	0.56	
2018-09-13 00:00:00	0.7000000000000001	0.78	0.8	0.78	0.64	
2018-09-13 00:00:00	0.8	0.84	0.86	0.88	0.76	
2018-09-13 00:00:00	0.9	0.94	0.96	0.94	0.84	
2018-09-13 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-09-20 00:00:00	0.0	0.08	0.08	0.1	0.1	
2018-09-20 00:00:00	0.1	0.2	0.14	0.22	0.2	
2018-09-20 00:00:00	0.2	0.28	0.26	0.3	0.32	
2018-09-20 00:00:00	0.30000000000000004	0.36	0.48	0.34	0.5	
2018-09-20 00:00:00	0.4	0.54	0.52	0.46	0.58	
2018-09-20 00:00:00	0.5	0.62	0.58	0.5	0.6	
2018-09-20 00:00:00	0.6000000000000001	0.72	0.64	0.56	0.66	
2018-09-20 00:00:00	0.7000000000000001	0.8	0.78	0.64	0.76	
2018-09-20 00:00:00	0.8	0.86	0.88	0.76	0.86	
2018-09-20 00:00:00	0.9	0.96	0.94	0.8	0.88	
2018-09-20 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-09-27 00:00:00	0.0	0.06	0.12	0.1	0.06	
2018-09-27 00:00:00	0.1	0.14	0.16	0.28	0.14	
2018-09-27 00:00:00	0.2	0.36	0.26	0.38	0.26	
2018-09-27 00:00:00	0.30000000000000004	0.48	0.3	0.4	0.26	
2018-09-27 00:00:00	0.4	0.54	0.38	0.52	0.4	
2018-09-27 00:00:00	0.5	0.58	0.58	0.58	0.48	
2018-09-27 00:00:00	0.6000000000000001	0.76	0.58	0.66	0.54	
2018-09-27 00:00:00	0.7000000000000001	0.76	0.7	0.74	0.74	
2018-09-27 00:00:00	0.8	0.82	0.72	0.8	0.8	
2018-09-27 00:00:00	0.9	0.96	0.88	0.9	0.96	
2018-09-27 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-10-04 00:00:00	0.0	0.12	0.1	0.06	0.08	
2018-10-04 00:00:00	0.1	0.22	0.1	0.14	0.16	
2018-10-04 00:00:00	0.2	0.26	0.38	0.26	0.24	
2018-10-04 00:00:00	0.30000000000000004	0.34	0.38	0.28	0.46	
2018-10-04 00:00:00	0.4	0.38	0.52	0.4	0.48	
2018-10-04 00:00:00	0.5	0.5	0.6	0.48	0.54	
2018-10-04 00:00:00	0.6000000000000001	0.58	0.66	0.54	0.64	
2018-10-04 00:00:00	0.7000000000000001	0.7	0.74	0.74	0.72	
2018-10-04 00:00:00	0.8	0.7	0.8	0.78	0.82	
2018-10-04 00:00:00	0.9	0.88	0.9	0.96	0.86	
2018-10-04 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-10-11 00:00:00	0.0	0.1	0.08	0.08	0.08	
2018-10-11 00:00:00	0.1	0.2	0.14	0.16	0.24	
2018-10-11 00:00:00	0.2	0.2	0.16	0.24	0.38	
2018-10-11 00:00:00	0.30000000000000004	0.5	0.28	0.46	0.44	
2018-10-11 00:00:00	0.4	0.58	0.36	0.48	0.54	
2018-10-11 00:00:00	0.5	0.6	0.48	0.56	0.78	
2018-10-11 00:00:00	0.6000000000000001	0.72	0.56	0.56	0.78	
2018-10-11 00:00:00	0.7000000000000001	0.76	0.66	0.72	0.9	
2018-10-11 00:00:00	0.8	0.86	0.88	0.82	0.94	
2018-10-11 00:00:00	0.9	0.88	0.92	0.86	0.98	
2018-10-11 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-10-18 00:00:00	0.0	0.08	0.08	0.08	0.12	
2018-10-18 00:00:00	0.1	0.14	0.16	0.24	0.18	
2018-10-18 00:00:00	0.2	0.16	0.24	0.38	0.3	
2018-10-18 00:00:00	0.30000000000000004	0.28	0.46	0.44	0.44	
2018-10-18 00:00:00	0.4	0.36	0.48	0.54	0.56	
2018-10-18 00:00:00	0.5	0.48	0.54	0.66	0.64	
2018-10-18 00:00:00	0.6000000000000001	0.56	0.56	0.78	0.64	
2018-10-18 00:00:00	0.7000000000000001	0.66	0.72	0.9	0.82	
2018-10-18 00:00:00	0.8	0.88	0.82	0.94	0.9	
2018-10-18 00:00:00	0.9	0.9	0.86	0.98	0.94	
2018-10-18 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-10-25 00:00:00	0.0	0.08	0.16	0.06	0.06	
2018-10-25 00:00:00	0.1	0.16	0.24	0.18	0.16	
2018-10-25 00:00:00	0.2	0.38	0.3	0.18	0.24	
2018-10-25 00:00:00	0.30000000000000004	0.46	0.44	0.44	0.3	
2018-10-25 00:00:00	0.4	0.52	0.56	0.56	0.34	
2018-10-25 00:00:00	0.5	0.54	0.66	0.64	0.44	
2018-10-25 00:00:00	0.6000000000000001	0.64	0.82	0.82	0.48	
2018-10-25 00:00:00	0.7000000000000001	0.64	0.82	0.82	0.66	
2018-10-25 00:00:00	0.8	0.82	0.92	0.9	0.76	
2018-10-25 00:00:00	0.9	0.86	0.98	0.94	0.86	
2018-10-25 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-11-01 00:00:00	0.0	0.16	0.14	0.06	0.18	
2018-11-01 00:00:00	0.1	0.22	0.2	0.16	0.28	
2018-11-01 00:00:00	0.2	0.22	0.28	0.26	0.38	
2018-11-01 00:00:00	0.30000000000000004	0.42	0.4	0.32	0.42	
2018-11-01 00:00:00	0.4	0.56	0.58	0.46	0.56	
2018-11-01 00:00:00	0.5	0.6	0.7	0.54	0.64	
2018-11-01 00:00:00	0.6000000000000001	0.7	0.76	0.62	0.7	
2018-11-01 00:00:00	0.7000000000000001	0.84	0.88	0.66	0.72	
2018-11-01 00:00:00	0.8	0.94	0.92	0.78	0.8	
2018-11-01 00:00:00	0.9	0.96	0.96	0.88	0.9	
2018-11-01 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-11-08 00:00:00	0.0	0.14	0.1	0.18	0.02	
2018-11-08 00:00:00	0.1	0.2	0.16	0.28	0.1	
2018-11-08 00:00:00	0.2	0.2	0.22	0.28	0.2	
2018-11-08 00:00:00	0.30000000000000004	0.4	0.32	0.42	0.26	
2018-11-08 00:00:00	0.4	0.4	0.4	0.42	0.38	
2018-11-08 00:00:00	0.5	0.7	0.54	0.64	0.48	
2018-11-08 00:00:00	0.6000000000000001	0.88	0.58	0.66	0.56	
2018-11-08 00:00:00	0.7000000000000001	0.88	0.7	0.72	0.56	
2018-11-08 00:00:00	0.8	0.92	0.82	0.8	0.7	
2018-11-08 00:00:00	0.9	0.96	0.88	0.9	0.88	
2018-11-08 00:00:00	1.0	1.0	1.0	1.0	1.0	
2018-11-15 00:00:00	0.0	0.06	0.18	0.02	0.08	
2018-11-15 00:00:00	0.1	0.16	0.28	0.12	0.14	
2018-11-15 00:00:00	0.2	0.26	0.38	0.2	0.14	
2018-11-15 00:00:00	0.30000000000000004	0.32	0.42	0.2	0.24	
2018-11-15 00:00:00	0.4	0.32	0.56	0.38	0.24	
2018-11-15 00:00:00	0.5	0.54	0.64	0.38	0.46	
2018-11-15 00:00:00	0.6000000000000001	0.66	0.7	0.56	0.46	
2018-11-15 00:00:00	0.7000000000000001	0.66	0.72	0.68	0.62	
2018-11-15 00:00:00	0.8	0.78	0.8	0.7	0.72	
